10597460,769569
10597465,769569
10597470,769569
10597459,769569
10597466,769569
10597469,769569
10597461,769569
10597462,769569
10597463,769569
10597468,769569
10807181,787061
10807180,787061
10807183,787061
10807179,787061
10807182,787061
10801842,787252
10801850,787252
10801845,787252
10801847,787252
10801838,787252
10801844,787252
10801848,787252
10801846,787252
10801849,787252
10801852,787252
10888965,794746
10888960,794746
11004226,804595
11105005,813088
11105012,813088
11105018,813088
11105008,813088
11105015,813088
11105022,813088
11105006,813088
11105016,813088
11107643,813088
11105010,813088
11105013,813088
11105014,813088
11194948,820157
11194952,820157
11194950,820157
11194969,820157
11194949,820157
11194954,820157
11194958,820157
11194956,820157
12089388,830350
12089384,830350
12089386,830350
12089387,830350
12089389,830350
12089390,830350
12089385,830350
12089382,830350
12089383,830350
12089391,830350
11390433,834374
11390378,834374
11390396,834374
11390386,834374
11390444,834374
11390449,834374
11390381,834374
11390387,834374
11390388,834374
11390389,834374
11390384,834374
11390423,834374
11405020,835428
11405041,835428
11405038,835428
11405023,835428
11405016,835428
11405018,835428
11405014,835428
11405017,835428
11405028,835428
11405012,835428
11405015,835428
11405019,835428
11414070,836096
11414072,836096
11414069,836096
11433665,837496
11433666,837496
11433667,837496
11433660,837496
11433645,837496
11433663,837496
11433661,837496
11433650,837496
11433652,837496
11433657,837496
11433659,837496
11433668,837496
11437322,837760
11437173,837760
11437318,837760
11437325,837760
11437333,837760
11437336,837760
11437323,837760
11437334,837760
11437335,837760
11437331,837760
11437329,837760
11437332,837760
11465595,839901
11465598,839901
11465594,839901
11465599,839901
11484467,841262
11484463,841262
11484466,841262
11484471,841262
11484472,841262
11484464,841262
11484470,841262
11484465,841262
11484468,841262
11490889,841730
11490895,841730
11490899,841730
11490892,841730
11490897,841730
11490898,841730
11490893,841730
11490890,841730
11490891,841730
11490894,841730
11509678,843136
11509676,843136
11509684,843136
11509685,843136
11509677,843136
11509681,843136
11509675,843136
11509679,843136
11509683,843136
11509686,843136
11509680,843136
11509682,843136
11621191,843596
11621193,843596
11621177,843596
11666929,843596
11666933,843596
11666928,843596
11621184,843596
11621187,843596
11621188,843596
11621190,843596
11621186,843596
11666938,843596
11534661,845064
11534665,845064
11534658,845064
11534655,845064
11534662,845064
11534669,845064
11534653,845064
11534656,845064
11534671,845064
11534659,845064
11534666,845064
11534668,845064
11590585,846110
11590583,846110
11590586,846110
11590587,846110
11590588,846110
11590581,846110
11556460,846110
11590579,846110
11590582,846110
11590584,846110
11573704,846747
11556902,846747
12150212,846871
12150217,846871
12150210,846871
12150213,846871
12150218,846871
12150223,846871
12150222,846871
12150211,846871
12150214,846871
12150215,846871
12150216,846871
12150219,846871
11604746,846974
11604739,846974
11604747,846974
11604738,846974
11604740,846974
11604742,846974
11604745,846974
11604737,846974
11604748,846974
11604743,846974
11604749,846974
11560945,847126
11560935,847126
11560942,847126
11560948,847126
11560937,847126
11560940,847126
11568908,847737
11568918,847737
11568920,847737
11568913,847737
11568923,847737
11568915,847737
11568919,847737
11568927,847737
11568931,847737
11568917,847737
11568921,847737
11584109,848495
11584109,848495
11578812,848495
11578812,848495
11580085,848495
11580085,848495
11580086,848495
11580086,848495
11580088,848495
11580088,848495
11919239,848495
11919239,848495
11580083,848495
11580083,848495
11578813,848495
11578813,848495
11580089,848495
11580089,848495
11580090,848495
11580090,848495
11578814,848495
11578814,848495
11580087,848495
11580087,848495
11583247,848895
11583244,848895
11583250,848895
11583243,848895
11583249,848895
11583252,848895
11583246,848895
11583248,848895
11583251,848895
11583245,848895
11588508,849220
11588510,849220
11588512,849220
11588506,849220
11588511,849220
11588513,849220
11881695,849637
11881698,849637
11881692,849637
11881696,849637
11881699,849637
11881694,849637
11881697,849637
11881693,849637
11595044,849840
11595025,849840
11595042,849840
11595032,849840
11595034,849840
11595045,849840
11595028,849840
11595039,849840
11595069,849844
11595083,849844
11595071,849844
11595078,849844
11595079,849844
11595086,849844
11595074,849844
11595073,849844
11595075,849844
11595088,849844
11595077,849844
11595082,849844
11599660,850160
11599678,850160
11599656,850160
11599666,850160
11599679,850160
11599695,850160
11599680,850160
11599681,850160
11599692,850160
11599653,850160
11599688,850160
11599699,850160
11600448,850295
11600452,850295
11600460,850295
11600442,850295
11600451,850295
11600456,850295
11600458,850295
11600459,850295
11600453,850295
11600454,850295
11600455,850295
11600457,850295
11799000,850336
11799005,850336
11600897,850336
11798978,850336
11798972,850336
11798983,850336
11798996,850336
11799001,850336
11798980,850336
11798985,850336
11799004,850336
11799002,850336
11601600,850399
11601610,850399
11601606,850399
11601608,850399
11601613,850399
11601607,850399
11601601,850399
11601605,850399
11601612,850399
11601602,850399
11601603,850399
11601604,850399
11604426,850647
11783346,850647
11783343,850647
11783344,850647
11783349,850647
11783353,850647
11783348,850647
11783352,850647
11783347,850647
11783355,850647
11783351,850647
11783345,850647
11604560,850663
11604562,850663
11604547,850663
11604545,850663
11604542,850663
11604549,850663
11604553,850663
